movieCd,movieNm,showTm,prdtYear,openDt,typeNm,nations,genres,directors,actors,companys,audits,w1,w2,w3,w4,tot
20175142,극장판 쿠로코의 농구 라스트 게임,91,2017,20170427,장편,일본,애니메이션,타다 슌스케,오노 켄쇼|오노 유키|카미야 히로시|스와베 쥰이치|오노 다이스케|키무라 료헤이,(주)박수엔터테인먼트,12세이상관람가,26102,38924,47335,52072,63536
20161665,스머프: 비밀의 숲,89,2017,20170428,장편,미국,가족|애니메이션,캘리 애스버리,맨디 파틴킨|데미 로바토|레인 윌슨|조 맹가니엘로|잭 맥브레이어,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,전체관람가,349854,407546,422499,425078,427764
20162722,보안관,115,2016,20170503,장편,한국,코미디|범죄,김형주,이성민|조진웅|김성균,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,1716624,2351249,2549414,2582676,2588628
20174061,보스 베이비,97,2017,20170503,장편,미국,가족|애니메이션|코미디,톰 맥그라스,알렉 볼드윈|스티브 부세미|토비 맥과이어|마일즈 크리스토퍼 바크시|이현|이장원|문서윤,씨제이이앤엠(주),전체관람가,1545854,2001401,2236518,2351036,2452245
20163603,가디언즈 오브 갤럭시 VOL. 2,135,2017,20170503,장편,미국,SF|액션,제임스 건,크리스 프랫|조 샐다나,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,2055994,2516532,2696205,2729963,2736060
20173061,슈퍼 빼꼼: 스파이 대작전,76,2017,20170503,장편,한국,코미디|애니메이션,임아론,김태균|최정현,메가박스중앙(주)플러스엠,전체관람가,87040,93644,96597,98572,99752
20163185,언노운 걸,106,2016,20170503,장편,프랑스|벨기에,드라마,뤽 다르덴|장 피에르 다르덴,아델 아에넬,오드,12세이상관람가,15620,20750,23548,24321,25243
20156708,석조저택 살인사건,108,2017,20170509,장편,한국,스릴러,정식|김휘,고수|김주혁|문성근|박성웅,씨네그루(주)키다리이엔티,15세이상관람가,328584,349072,350599,350787,353517
20179382,에이리언: 커버넌트,121,2017,20170509,장편,뉴질랜드|미국|호주,스릴러|SF,리들리 스콧,마이클 패스벤더|캐서린 워터스톤,이십세기폭스코리아(주),15세이상관람가,1063197,1272178,1301602,1304484,1307226
20170321,목소리의 형태,129,2016,20170509,장편,일본,멜로/로맨스|애니메이션,야마다 나오코,이리노 미유|하야미 사오리,(주)디스테이션,전체관람가,221363,263070,273533,275402,276463
20175262,겟 아웃,103,2017,20170517,장편,미국,드라마|공포(호러)|미스터리|스릴러,조던 필,다니엘 칼루유야|앨리슨 윌리엄스|브래드리 휘트포드|캐서린 키너,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,1261443,1838593,2079924,2113587,2139452
20164844,불한당: 나쁜 놈들의 세상,119,2016,20170517,장편,한국,드라마|범죄|액션,변성현,설경구|임시완,씨제이이앤엠(주),청소년관람불가,712525,890777,914990,921225,963114
20173961,킹 아서: 제왕의 검,126,2017,20170517,장편,미국|영국|호주,어드벤처|판타지|액션,가이 리치,찰리 허냄|주드 로,워너브러더스 코리아(주),12세이상관람가,383668,414832,415605,415714,415714
20174721,로스트 인 파리,82,2016,20170518,장편,벨기에|프랑스,어드벤처|멜로/로맨스,피오나 고든|도미니크 아벨,도미니크 아벨|피오나 고든,그린나래미디어(주),12세이상관람가,13460,18357,21866,24237,27256
20170982,캐리비안의 해적: 죽은 자는 말이 없다,128,2017,20170524,장편,미국,코미디|액션|어드벤처|판타지,요아킴 뢰닝|에스펜 샌버그,조니 뎁|하비에르 바르뎀|제프리 러쉬|브렌튼 스웨이츠|카야 스코델라리오,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,1865118,2712372,2924611,3028200,3049894
20174602,노무현입니다,109,2017,20170525,장편,한국,다큐멘터리,이창재,노무현,CGV아트하우스|영화사 풀,12세이상관람가,873954,1430543,1638808,1761700,1855515
20173642,너와 100번째 사랑,116,2017,20170525,장편,일본,멜로/로맨스|드라마,츠키카와 쇼,사카구치 켄타로|미와,(주)디스테이션,12세이상관람가,43239,71224,78011,80110,80839
20169348,대립군,129,2017,20170531,장편,한국,사극|드라마,정윤철,이정재|여진구|김무열,이십세기폭스코리아(주),15세이상관람가,746802,809219,832111,835564,837500
20168261,원더 우먼,140,2017,20170531,장편,미국,SF|액션|어드벤처|판타지,팻티 젠킨스,갤 가돗|크리스 파인,워너브러더스 코리아(주),12세이상관람가,1587714,1933648,2114239,2151021,2165401
20160483,꿈의 제인,104,2016,20170531,장편,한국,드라마,조현훈,이민지|구교환|이주영,(주)엣나인필름|CGV아트하우스,청소년관람불가,12652,16722,19682,21961,25110
20176141,베이블레이드 버스트 갓 : 갓 발키리의 탄생,78,2017,20170601,장편,일본,애니메이션,야마구치 켄타로,김현지|한신,씨제이이앤엠(주),전체관람가,83760,103729,108644,109190,109358
20174821,바다 탐험대 옥토넛 시즌4: 더 파이널,57,2017,20170601,장편,영국,어드벤처|애니메이션,다라 오코넬,하성용|정재헌|엄상현|윤승희|김정은|유동균|김율|한경화,와이드 릴리즈(주),전체관람가,46304,63305,69592,73282,73797
20175581,파워배틀 와치카: 와치가면의 역습,73,2017,20170601,장편,한국,애니메이션,김래경|이영준,엄상현|전태열|정혜원|정영웅,(주)삼지애니메이션,전체관람가,19701,22350,22805,23290,23675
20166488,미이라,110,2017,20170606,장편,미국,판타지|액션|어드벤처,알렉스 커츠먼,톰 크루즈|소피아 부텔라|애나벨 월리스,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,2580157,3346629,3604768,3673396,3689325
20162343,악녀,123,2017,20170608,장편,한국,액션,정병길,김옥빈|신하균|성준|김서형|조은지,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,679877,1032037,1173053,1201673,1208081
20168041,용순,104,2017,20170608,장편,한국,드라마,신준,이수경|최덕문,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,9141,11116,12053,12475,13411
20173833,심야식당 2,107,2016,20170608,장편,일본,드라마,마츠오카 조지,코바야시 카오루,(주)디스테이션,12세이상관람가,32348,41678,45473,46381,46700
20176983,킹 오브 프리즘 프라이드 더 히어로,70,2017,20170610,장편,일본,애니메이션,히시다 마사카즈,남도형|엄상현|이원찬|카키하라 테츠야|마에노 토모아키|마스다 토시키,동우에이앤이(주)|(주)박수엔터테인먼트,15세이상관람가,21002,31149,39612,47664,128847
20166384,하루,90,2017,20170615,장편,한국,스릴러,조선호,김명민|변요한,CGV아트하우스,15세이상관람가,762651,1076472,1125069,1129127,1129609
20175662,엘르,130,2016,20170615,장편,벨기에|프랑스|독일,스릴러|드라마,폴 버호벤,이자벨 위페르,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,청소년관람불가,16736,27420,32553,33997,35368
20172241,꼬마돼지 베이브의 대모험,79,2017,20170615,장편,독일,어드벤처|애니메이션,테레사 스트로젝,악셀 프랄|미카엘 케슬러|랄프 슈미츠,(주)박수엔터테인먼트,전체관람가,25228,34930,38254,41099,42879
20175423,나의 붉은고래,101,2016,20170615,장편,중국,판타지|애니메이션,장춘|양선,계관림|허위주|소상경,(주)영화사 빅,전체관람가,52993,57119,57651,58276,58454
20176741,꼬마참새 리차드: 아프리카 원정대,83,2017,20170615,장편,노르웨이|독일|벨기에|룩셈부르크,애니메이션,레자 메마리|토비 젠켈,김서영|구민선|변영희,씨네그루(주)키다리이엔티,전체관람가,36546,57773,68254,78682,81136
20166967,트랜스포머: 최후의 기사,150,2016,20170621,장편,미국,SF|액션|어드벤처,마이클 베이,마크 월버그|안소니 홉킨스|로라 하독|조쉬 더하멜,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,2015435,2488693,2584236,2612964,2614601
20176201,더 서클,109,2017,20170622,장편,미국,스릴러|드라마|SF,제임스 폰솔트,엠마 왓슨|톰 행크스,씨네그루(주)키다리이엔티,12세이상관람가,64815,70987,71328,71360,71362
20178982,박열,128,2017,20170628,장편,한국,드라마,이준익,이제훈|최희서|김인우,메가박스중앙(주)플러스엠,12세이상관람가,1457643,1970187,2289636,2353486,2359707
20159647,리얼,137,2016,20170628,장편,한국,액션,이사랑,김수현|성동일|이성민,씨제이이앤엠(주),청소년관람불가,426567,460058,467053,469350,470195
20176961,지랄발광 17세,105,2016,20170628,장편,미국,드라마|코미디,켈리 프레몬,헤일리 스테인펠드,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,52471,78115,83018,83258,83258
20158485,옥자,120,2017,20170629,장편,미국,드라마|어드벤처|액션,봉준호,틸다 스윈튼|폴 다노|안서현,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,162216,238562,282374,302775,322663
20167303,스파이더맨: 홈 커밍,133,2017,20170705,장편,미국,SF|액션|어드벤처,존 왓츠,톰 홀랜드|로버트 다우니 주니어|마이클 키튼,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,4301549,6241925,7009762,7209548,7258678
20176102,그 후,91,2017,20170706,장편,한국,드라마,홍상수,권해효,(주)영화제작전원사 |(주)콘텐츠판다,청소년관람불가,13331,16564,17660,18157,18667
20177501,플립,89,2010,20170712,장편,미국,멜로/로맨스|드라마,롭 라이너,매들린 캐롤|콜런 맥올리프,(주)팝엔터테인먼트,12세이상관람가,191288,301911,342576,352008,355781
20174801,내 사랑,115,2016,20170712,장편,캐나다|아일랜드,멜로/로맨스|드라마,에이슬링 월쉬,에단 호크|샐리 호킨스,오드,12세이상관람가,126020,189559,233098,264410,337637
20175522,카3: 새로운 도전,108,2017,20170713,장편,미국,가족|애니메이션|어드벤처|코미디,브라이언 피,오웬 윌슨|아미 해머|크리스텔라 알론조|오인성|신용우|김현심,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,325396,460745,481942,486451,487916
20176562,예수는 역사다,113,2017,20170713,장편,미국,드라마,존 건,마이크 보겔,(재)CBS,전체관람가,80004,124888,144753,153571,174197
20176781,내가 죽기 전에 가장 듣고 싶은 말,107,2017,20170719,장편,미국,코미디,마크 펠링톤,셜리 맥클레인|아만다 사이프리드|앤주얼 리 딕슨,(주)메인타이틀픽쳐스|주식회사 키위컴퍼니,12세이상관람가,35332,42495,43907,44597,45622
20164621,덩케르크,106,2017,20170720,장편,영국|미국,전쟁|액션|드라마|스릴러,크리스토퍼 놀란,톰 하디|마크 라이런스|케네스 브래너|킬리언 머피|핀 화이트헤드,워너브러더스 코리아(주),12세이상관람가,1813281,2443358,2671682,2742254,2793042
20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,103,2017,20170720,장편,일본,애니메이션,하시모토 마사카즈,박영남|양정화|김환진|강희선|여민정|정유미|정혜옥|이장원,씨제이이앤엠(주),전체관람가,188714,289898,327410,331707,333184
20177761,오즈: 신기한 마법가루,90,2017,20170720,장편,러시아,가족|애니메이션|어드벤처,블라디미르 토로프킨,김하영|황창영|서원석|이현|이장원|송하림,(주)스마일이엔티,전체관람가,71436,77203,77955,78201,78440
20173403,슈퍼배드 3,89,2017,20170726,장편,미국,애니메이션,카일 발다|피에르 꼬팽,스티브 카렐|크리스튼 위그|트레이 파커,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,1922726,2813753,3152068,3274446,3324874
20161481,군함도,132,2017,20170726,장편,한국,드라마|액션,류승완,황정민|소지섭|송중기|이정현|김수안,씨제이이앤엠(주),15세이상관람가,5188514,6311866,6526597,6568177,6592151
20178646,송 투 송,128,2017,20170726,장편,미국,멜로/로맨스|드라마,테렌스 맬릭,라이언 고슬링|루니 마라|마이클 패스벤더|나탈리 포트만,CGV아트하우스,청소년관람불가,18540,21824,22269,22518,22518
20162869,택시운전사,137,2017,20170802,장편,한국,드라마,장훈,송강호|토마스 크레취만|유해진|류준열,(주)쇼박스,15세이상관람가,5812815,9228696,10740398,11577658,12189654
20170124,명탐정 코난:진홍의 연가,112,2017,20170802,장편,일본,애니메이션,시즈노 코분,타카야마 미나미|야마자키 와카나|코야마 리키야,씨제이이앤엠(주),12세이상관람가,374351,434116,447498,449428,450705
20178762,파리로 가는 길,92,2016,20170803,장편,미국,멜로/로맨스|드라마,엘레노어 코폴라,다이안 레인|알렉 볼드윈|아르노 비야르,(주)티캐스트,12세이상관람가,38162,69834,91149,103310,119870
20162442,청년경찰,108,2017,20170809,장편,한국,액션,김주환,박서준|강하늘,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,2910602,4229505,5045044,5459945,5653444
20178641,빅풋 주니어,91,2017,20170809,장편,프랑스|벨기에,가족|애니메이션|어드벤처,벤 스타센|제레미 드그루손,우정신|임채헌|박상훈|최정현|홍진욱|이현|김연우|황창영|이소은|김현욱|이규창,(주)이수C&E,전체관람가,198346,274540,304117,313614,320545
20161081,애나벨 : 인형의 주인,108,2017,20170810,장편,미국,공포(호러),데이비드 F. 샌드버그,스테파니 시그만|탈리사 베이트먼|루루 윌슨,워너브러더스 코리아(주),15세이상관람가,1501588,1834968,1918049,1933067,1934270
20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,100,2017,20170810,장편,일본,어드벤처|애니메이션|SF|가족,다카하시 아츠시,채민지|김정아|미즈타 와사비|오오하라 메구미,(주)넥스트엔터테인먼트월드(NEW),전체관람가,130272,161673,165821,166736,167052
20179901,혹성탈출: 종의 전쟁,139,2017,20170815,장편,미국,SF|액션|어드벤처|드라마,맷 리브스,앤디 서키스|우디 해럴슨,이십세기폭스코리아(주),12세이상관람가,1673102,1988185,2042884,2049065,2051315
20179226,드래곤 스펠: 마법 꽃의 비밀,86,2016,20170815,장편,우크라이나|독일,판타지|애니메이션,마누크 데포얀,방지원|이세원,㈜코리아스크린,전체관람가,63347,77549,78881,79209,79446
20179187,공범자들,105,2017,20170817,장편,한국,다큐멘터리,최승호,이명박|김재철|김장겸|고대영,(주)엣나인필름,15세이상관람가,105370,178000,223134,246453,260514
20151003,장산범,99,2017,20170817,장편,한국,스릴러|미스터리,허정,염정아|박혁권,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,880746,1211182,1301808,1305587,1306438
20164174,브이아이피,127,2017,20170823,장편,한국,드라마|범죄,박훈정,김명민|장동건|박희순|이종석,워너브러더스 코리아(주),청소년관람불가,1149341,1350795,1369688,1373197,1373316
20165001,더 테이블,70,2016,20170824,장편,한국,멜로/로맨스|드라마,김종관,정유미|한예리|정은채,(주)엣나인필름,12세이상관람가,56720,80433,94484,99312,103092
20170389,극장판 위 베어 베어스: 곰 브라더스,61,2017,20170824,장편,미국,애니메이션,매니 에르난데스,송준석|김명준|이주창,(주)팝엔터테인먼트,전체관람가,29062,31308,31862,32018,32021
20158047,발레리안: 천 개 행성의 도시,136,2017,20170830,장편,프랑스,SF|액션|어드벤처,뤽 베송,데인 드한|카라 델러비인,판씨네마(주),12세이상관람가,424509,506049,510114,510236,511931
20179407,로마의 휴일,107,2017,20170830,장편,한국,드라마|코미디,이덕희,임창정|공형진|정상훈,메가박스중앙(주)플러스엠,15세이상관람가,128296,132557,134142,134727,134827
20171962,킬러의 보디가드,118,2017,20170830,장편,미국,코미디|액션,패트릭 휴즈,라이언 레이놀즈|사무엘 L. 잭슨,(주)제이앤씨미디어그룹|TCO(주)더콘텐츠온,15세이상관람가,958066,1362439,1533682,1612986,1722017
20166132,김광석,81,2017,20170830,장편,한국,다큐멘터리,이상호,김광석,(주)비엠컬쳐스,15세이상관람가,36364,44860,48198,65079,98926
20154909,살인자의 기억법,118,2016,20170906,장편,한국,스릴러|범죄,원신연,설경구|김남길|설현|오달수,(주)쇼박스,15세이상관람가,1508731,2222966,2538953,2652141,2658589
20179696,그것,134,2017,20170906,장편,미국,드라마|공포(호러),안드레스 무시에티,빌 스카스가드|제이든 마텔,워너브러더스 코리아(주),15세이상관람가,673742,838362,879474,887296,888836
20170268,매혹당한 사람들,93,2017,20170906,장편,미국,드라마|스릴러,소피아 코폴라,니콜 키드먼|커스틴 던스트|엘르 패닝|콜린 파렐,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,47643,51951,53097,53744,54041
20171923,저수지 게임,100,2017,20170907,장편,한국,다큐멘터리,최진성,주진우|조미래|정재호|홍익표|이종걸|정두언|이요섭|김우남,(주)스마일이엔티,15세이상관람가,72921,104790,119189,123356,125562
20172148,몬스터 섬의 비밀,69,2017,20170907,장편,멕시코,애니메이션,레오폴도 아귈라,신정훈|박상우|조연우|박정욱|오은수|방지원,(주)박수엔터테인먼트,전체관람가,13381,20594,26511,26688,26739
20171090,베이비 드라이버,112,2017,20170914,장편,영국,스릴러|액션|범죄,에드가 라이트,안셀 엘고트|케빈 스페이시|릴리 제임스|에이사 곤살레스|존 햄|제이미 폭스,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,563851,765625,817809,822056,823624
20177541,아메리칸 메이드,114,2017,20170914,장편,미국,액션|범죄,더그 라이만,톰 크루즈|도널 글리슨,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,344437,397020,399637,400163,401541
20170607,몬스터 콜,108,2016,20170914,장편,스페인,드라마|판타지,후안 안토니오 바요나,시고니 위버|펠리시티 존스|루이스 맥두걸|리암 니슨,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,64059,80132,84892,86686,89560
20173945,인비저블 게스트,106,2016,20170921,장편,스페인,스릴러|범죄|미스터리,오리올 파울로,마리오 카사스,(주)더블앤조이픽쳐스,15세이상관람가,65060,90253,94005,94660,95390
20174142,아이 캔 스피크,118,2017,20170921,장편,한국,코미디,김현석,나문희|이제훈,롯데쇼핑㈜롯데엔터테인먼트|(주)리틀빅픽쳐스,12세이상관람가,1099933,2406280,3044836,3193018,3283470
20175222,킹스맨: 골든 서클,140,2017,20170927,장편,영국|미국,코미디|액션|어드벤처,매튜 본,콜린 퍼스|줄리안 무어|태런 에저튼,이십세기폭스코리아(주),청소년관람불가,3377882,4631034,4869026,4937082,4945484
20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,89,2016,20170927,장편,일본,애니메이션,요코이 타케시|우시로 신지,박경혜|홍범기|김현지|김가령|정유정|방연지|정혜옥|김율|강호철|신용우|이호산|김새해|임윤선|김정훈|정선혜|여윤미|김보영|김채하|한신|현경수|이미자|이수진|김신우|손수호|김지율,씨제이이앤엠(주),전체관람가,142066,205473,211771,214241,215203
20171312,우리의 20세기,118,2016,20170927,장편,미국,드라마,마이크 밀스,아네트 베닝|엘르 패닝|그레타 거윅,그린나래미디어(주),15세이상관람가,17083,27764,31317,33103,35541
20169463,다시 태어나도 우리,95,2016,20170927,장편,한국,다큐멘터리,문창용|전진,파드마 앙뚜|우르갼 리크젠,(주)엣나인필름,전체관람가,12753,20696,25295,28217,38324
20172627,리틀 프린세스 소피아 : 신비한 섬,63,2017,20170928,장편,미국,뮤지컬|애니메이션|어드벤처|가족|판타지,제이미 미첼,김미랑|서지연|아리엘 윈터|다시 로즈 번스,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,36339,56194,59619,61425,62454
20172742,범죄도시,121,2017,20171003,장편,한국,액션|범죄,강윤성,마동석|윤계상,메가박스중앙(주)플러스엠|(주)키위미디어그룹,청소년관람불가,2388597,3933787,5176405,5992694,6880546
20165450,남한산성,140,2017,20171003,장편,한국,드라마|사극,황동혁,이병헌|김윤석|박해일|고수|박희순,씨제이이앤엠(주),15세이상관람가,3312547,3670777,3794446,3834871,3849129
20171817,넛잡 2,91,2017,20171003,장편,중국|한국|캐나다,가족|애니메이션|어드벤처|코미디,캘런 브런커,윌 아넷|캐서린 헤이글|성룡|이사벨라 모너|마야 루돌프|세바스찬 매니스칼코,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,313449,358568,385580,397443,411787
20170964,딥,85,2017,20171003,장편,스페인,어드벤처|애니메이션|뮤지컬,줄리오 소토 거피드,심규혁|사문영|이인성|이지현,(주)이수C&E,전체관람가,201866,219302,227125,228774,230068
20173092,어메이징 메리,101,2017,20171004,장편,미국,드라마,마크 웹,크리스 에반스|맥케나 그레이스|린제이 던칸|제니 슬레이트|옥타비아 스펜서,이십세기폭스코리아(주),12세이상관람가,22604,30379,33461,33819,34777
20168282,블레이드 러너 2049,163,2017,20171012,장편,미국,액션|SF,드니 빌뇌브,라이언 고슬링|해리슨 포드|아나 드 아르마스|실비아 혹스|자레드 레토,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,276578,310671,315264,318264,322664
20176767,"나는 내일, 어제의 너와 만난다",110,2016,20171012,장편,일본,SF|멜로/로맨스|판타지,미키 타카히로,후쿠시 소타|고마츠 나나,(주)디스테이션,12세이상관람가,80357,139785,166165,172160,179709
20173694,지오스톰,108,2017,20171019,장편,미국,스릴러|액션|SF,대니 캐넌|딘 데블린,제라드 버틀러|짐 스터게스|애비 코니쉬|에드 해리스,워너브러더스 코리아(주),12세이상관람가,858015,1013200,1027461,1028370,1028384
20172064,마더!,121,2017,20171019,장편,미국,스릴러|드라마|미스터리,대런 아로노프스키,제니퍼 로렌스|하비에르 바르뎀,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,40972,45642,46333,46617,46677
20173806,노 게임 노 라이프 -제로-,106,2017,20171019,장편,일본,애니메이션,이시즈카 아츠코,마츠오카 요시츠구|카야노 아이|히카사 요코|타무라 유카리,(주)박수엔터테인먼트,12세이상관람가,50175,66619,76670,83020,91262
20176761,잠깐만 회사 좀 관두고 올게,113,2017,20171019,장편,일본,드라마,나루시마 이즈루,후쿠시 소타|쿠도 아스카,(주)이수C&E,12세이상관람가,30068,33451,34360,34880,35529
20171024,너의 췌장을 먹고 싶어,115,2017,20171025,장편,일본,드라마,츠키카와 쇼,키타무라 타쿠미|하마베 미나미,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,259484,370797,423179,448741,465606
20175121,토르: 라그나로크,130,2017,20171025,장편,미국,SF|액션|어드벤처|판타지,타이카 와이티티,크리스 헴스워스|톰 히들스턴|케이트 블란쳇,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,2637562,3765884,4392305,4638245,4858572
20164481,유리정원,116,2017,20171025,장편,한국,드라마|미스터리,신수원,문근영|김태훈|서태화,(주)리틀빅픽쳐스,12세이상관람가,21155,22216,22565,22663,22752
20175208,뷰티풀 투모로우,67,2017,20171026,장편,한국,드라마,장재혁,박효신|정재일,씨제이 씨지브이(CJ CGV)(주),12세이상관람가,35873,46910,57233,60317,63279
20174103,배저로와 친구들: 신비한 모험,75,2015,20171026,장편,노르웨이,판타지|애니메이션|코미디|가족|어드벤처|뮤지컬,라스무스 A. 실버르센|룬 스파안스,김기철|최한|안현서|신경선|존 F. 브룬고트|헤르만 사바도,와이드 릴리즈(주),전체관람가,20066,23807,24573,25546,26185
20169643,침묵,125,2017,20171102,장편,한국,드라마,정지우,최민식|박신혜|류준열|이하늬|박해준|조한철|이수경,씨제이이앤엠(주),15세이상관람가,407888,488125,493191,494057,494097
20172603,부라더,102,2017,20171102,장편,한국,코미디,장유정,마동석|이동휘|이하늬,메가박스중앙(주)플러스엠,12세이상관람가,975154,1381374,1477840,1490050,1492903
20173612,메소드,81,2017,20171102,장편,한국,드라마,방은진,박성웅|윤승아|오승훈,(주)엣나인필름,15세이상관람가,19200,24199,25216,26103,26651
20173804,배드 지니어스,129,2017,20171102,장편,태국,스릴러,나타우트 푼프리야,추티몬 충차로엔수킹|차논 산티네톤쿤|에이샤 호수완|티라돈 수파펀핀요,(주)팝엔터테인먼트,15세이상관람가,14769,16815,17252,17749,17941
20177342,내게 남은 사랑을,111,2017,20171102,장편,한국,드라마,진광교,성지루|전미선|권소현|홍석|이예원,(주)비엠컬쳐스,12세이상관람가,16498,20101,22906,24628,28355
20174622,해피 데스데이,96,2017,20171108,장편,미국,스릴러|공포(호러)|미스터리,크리스토퍼 랜던,제시카 로테|이스라엘 브루사드,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,671164,1127354,1345971,1378840,1382650
20179942,러빙 빈센트,94,2017,20171109,장편,폴란드|영국,미스터리|애니메이션,휴 웰치맨|도로타 코비엘라,0,판씨네마(주),15세이상관람가,82829,152514,239413,300251,409692
20175441,채비,114,2017,20171109,장편,한국,드라마,조영준,고두심|김성균,오퍼스픽쳐스(유),12세이상관람가,112318,146675,163533,171066,177439
20161681,미옥,90,2017,20171109,장편,한국,액션|범죄,이안규,김혜수|이선균|이희준,씨네그루(주)키다리이엔티,청소년관람불가,231750,238055,238532,238567,242737
20168754,7호실,100,2017,20171115,장편,한국,코미디,이용승,신하균|디오,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,310417,343639,346386,347636,348017
20168221,저스티스 리그,119,2017,20171115,장편,미국,SF|액션|어드벤처|판타지,잭 스나이더,벤 애플렉|갤 가돗|제이슨 모모아|레이 피셔|에즈라 밀러|헨리 카빌,워너브러더스 코리아(주),12세이상관람가,1320719,1687925,1769615,1785920,1786386
20174778,하이큐!! 재능과 센스,89,2017,20171115,장편,일본,애니메이션,미츠나카 스스무,양정화|심규혁|성완경|구자형|류승곤|무라세 아유무|이시카와 카이토|히노 사토시|이리노 미유|하야시 이사무,(주)이수C&E,12세이상관람가,16232,26206,33183,35284,43487
20175611,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,121,2017,20171116,장편,일본,판타지|애니메이션|액션,스도 토모노리,스기야마 노리아키|시타야 노리코|카미야 히로시|카와스미 아야코|우에다 카나,(주)박수엔터테인먼트,15세이상관람가,26463,34338,37850,40487,44033
20165748,꾼,116,2017,20171122,장편,한국,범죄,장창원,현빈|유지태|배성우|박성웅|나나|안세하,(주)쇼박스,15세이상관람가,2199935,3235099,3893380,4015561,4018341
20175288,피터와 모글리의 크리스마스 어드벤처,75,2016,20171123,장편,인도,애니메이션,타파스 차크라바르티,0,(주)팝엔터테인먼트,전체관람가,22527,29340,31426,33103,34899
20161762,반드시 잡는다,110,2017,20171129,장편,한국,스릴러,김홍선,백윤식|성동일,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,351038,441605,446334,446780,446780
20178581,오리엔트 특급 살인,113,2017,20171129,장편,미국,범죄|드라마|미스터리,케네스 브래너,케네스 브래너|페넬로페 크루즈|윌렘 데포|주디 덴치|조니 뎁|조시 게드|데릭 자코비|레슬리 오덤 주니어|미셸 파이퍼|데이지 리들리,이십세기폭스코리아(주),12세이상관람가,599806,833500,861833,862997,864757
20173581,기억의 밤,108,2017,20171129,장편,한국,스릴러|미스터리,장항준,강하늘|김무열,메가박스중앙(주)플러스엠|주식회사 키위컴퍼니,15세이상관람가,743239,1249492,1382399,1386411,1387779
20174846,뽀로로 극장판 공룡섬 대모험,78,2017,20171207,장편,한국,애니메이션,윤제완|김현호,이선|이미자|함수정|홍소영|정미숙|김서영|김환진,(주)넥스트엔터테인먼트월드(NEW),전체관람가,380096,588234,737010,802275,827338
20174585,메리와 마녀의 꽃,102,2017,20171207,장편,일본,어드벤처|애니메이션,요네바야시 히로마사,스기사키 하나|카미키 류노스케|김영은|심규혁,CGV아트하우스,전체관람가,394777,516190,534575,535539,535669
20170272,산상수훈,124,2017,20171207,장편,한국,드라마,유영의,백서빈,(주)그란|이언픽쳐스,전체관람가,20982,24945,29086,40183,55033
20170402,강철비,139,2017,20171214,장편,한국,드라마|액션,양우석,정우성|곽도원,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,2375222,3722868,4230919,4405375,4452850
20170443,스타워즈: 라스트 제다이,151,2017,20171214,장편,미국,SF|액션|어드벤처|판타지,라이언 존슨,마크 해밀|캐리 피셔|아담 드라이버|데이지 리들리|존 보예가|오스카 아이삭,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,765591,935014,953840,957457,959577
