,date,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
7505,20140120,6,6,1,OLD,20138224,플랜맨,2014-01-09,106235000,4.1,-202753500,-65.6,4425876058,15520,-26526,-63.1,617830,317,1003
7506,20140120,7,7,1,OLD,20134046,월터의 상상은 현실이 된다,2013-12-31,54969500,2.1,-98736500,-64.2,6640778799,7756,-12438,-61.6,909089,211,462
7507,20140120,8,8,-3,OLD,20134533,타잔 3D,2014-01-09,46588000,1.8,-291623500,-86.2,4192927000,6747,-39056,-85.3,557949,280,563
7508,20140120,9,9,1,OLD,20136894,살인자,2014-01-15,45184500,1.7,-83129000,-64.8,599926000,6277,-10366,-62.3,80220,190,487
7509,20140120,10,10,1,OLD,20135428,어바웃 타임,2013-12-05,43959500,1.7,-67021500,-60.4,24798510500,6122,-8051,-56.8,3367529,103,237
7510,20140121,1,1,0,OLD,20136803,겨울왕국,2014-01-16,1404823500,49.4,216069500,18.2,11876096000,187623,30095,19.1,1547480,823,3475
7511,20140121,2,2,0,OLD,20134803,변호인,2013-12-18,526828500,18.5,-11951000,-2.2,75076824000,75348,-1456,-1.9,10313839,542,2352
7512,20140121,3,3,0,OLD,20124938,용의자,2013-12-24,170057000,6.0,1127500,0.7,29898957000,24278,250,1,4111679,374,1307
7513,20140121,4,4,0,OLD,20136337,잭 라이언 : 코드네임 쉐도우,2014-01-16,142709500,5.0,-6988500,-4.7,2169221000,20485,-929,-4.3,296106,379,1583
7514,20140121,5,5,0,OLD,20136812,더 울프 오브 월스트리트,2014-01-09,128709500,4.5,4237000,3.4,3950866500,17599,582,3.4,515178,327,734
7515,20140121,6,6,0,OLD,20138224,플랜맨,2014-01-09,96404000,3.4,-9831000,-9.3,4522280058,14035,-1485,-9.6,631865,317,997
7516,20140121,7,7,1,OLD,20134533,타잔 3D,2014-01-09,59376000,2.1,12788000,27.4,4252303000,8964,2217,32.9,566913,286,569
7517,20140121,8,8,-1,OLD,20134046,월터의 상상은 현실이 된다,2013-12-31,57879000,2.0,2909500,5.3,6698657799,8201,445,5.7,917290,200,450
7518,20140121,9,9,1,OLD,20135428,어바웃 타임,2013-12-05,44677500,1.6,718000,1.6,24843188000,6221,99,1.6,3373750,104,246
7519,20140121,10,10,-1,OLD,20136894,살인자,2014-01-15,41099000,1.4,-4085500,-9,641025000,5690,-587,-9.4,85910,191,488
7520,20140122,1,1,0,OLD,20136803,겨울왕국,2014-01-16,1216550500,27.0,-188273000,-13.4,13092646500,161927,-25696,-13.7,1709407,656,2827
7521,20140122,2,2,9,OLD,20139881,피끓는 청춘,2014-01-22,1046098500,23.2,1015880500,3361.8,1105010500,157026,152526,3389.5,165592,557,2641
7522,20140122,3,3,34,OLD,20131102,수상한 그녀,2014-01-22,978767500,21.7,977171500,61226.3,1174622500,142843,142615,62550.4,174237,577,2672
7523,20140122,4,4,13,OLD,20137043,남자가 사랑할 때,2014-01-22,697196500,15.5,691246500,11617.6,743861500,98730,97700,9485.4,105712,484,2212
7524,20140122,5,5,-3,OLD,20134803,변호인,2013-12-18,337305500,7.5,-189523000,-36,75414129500,48570,-26778,-35.5,10362409,343,1463
7525,20140122,6,6,-1,OLD,20136812,더 울프 오브 월스트리트,2014-01-09,43971000,1.0,-84738500,-65.8,3994837500,6057,-11542,-65.6,521235,113,200
7526,20140122,7,7,-3,OLD,20136337,잭 라이언 : 코드네임 쉐도우,2014-01-16,32157500,0.7,-110552000,-77.5,2201378500,4643,-15842,-77.3,300749,222,421
7527,20140122,8,8,-5,OLD,20124938,용의자,2013-12-24,24827500,0.6,-145229500,-85.4,29923784500,3634,-20644,-85,4115313,104,216
7528,20140122,9,9,-2,OLD,20134533,타잔 3D,2014-01-09,17821500,0.4,-41554500,-70,4270124500,2831,-6133,-68.4,569744,105,148
7529,20140122,10,10,-2,OLD,20134046,월터의 상상은 현실이 된다,2013-12-31,12097000,0.3,-45782000,-79.1,6710754799,1704,-6497,-79.2,918994,31,58
7530,20140123,1,1,0,OLD,20136803,겨울왕국,2014-01-16,1299410000,30.1,82859500,6.8,14392056500,173960,12033,7.4,1883367,678,2829
7531,20140123,2,2,1,OLD,20131102,수상한 그녀,2014-01-22,947878000,21.9,-30889500,-3.2,2122500500,138364,-4479,-3.1,312601,588,2740
7532,20140123,3,3,-1,OLD,20139881,피끓는 청춘,2014-01-22,902059500,20.9,-144039000,-13.8,2007070000,135915,-21111,-13.4,301507,607,2789
7533,20140123,4,4,0,OLD,20137043,남자가 사랑할 때,2014-01-22,602538000,14.0,-94658500,-13.6,1346399500,85593,-13137,-13.3,191305,497,2219
7534,20140123,5,5,0,OLD,20134803,변호인,2013-12-18,317415500,7.3,-19890000,-5.9,75731545000,45821,-2749,-5.7,10408230,338,1401
7535,20140123,6,6,0,OLD,20136812,더 울프 오브 월스트리트,2014-01-09,39044000,0.9,-4927000,-11.2,4033881500,5361,-696,-11.5,526596,98,183
7536,20140123,7,7,40,OLD,20136860,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,2014-01-23,27826000,0.6,27414000,6653.9,34559000,4357,4292,6603.1,5325,176,270
7537,20140123,8,8,-1,OLD,20136337,잭 라이언 : 코드네임 쉐도우,2014-01-16,27649500,0.6,-4508000,-14,2229028000,3924,-719,-15.5,304673,196,353
7538,20140123,9,9,0,OLD,20134533,타잔 3D,2014-01-09,18038500,0.4,217000,1.2,4288163000,2959,128,4.5,572703,79,106
7539,20140123,10,10,0,NEW,20126090,조선미녀삼총사,2014-01-29,19122000,0.4,19122000,100,20305000,2561,2561,100,2730,10,10
7540,20140124,1,1,0,OLD,20136803,겨울왕국,2014-01-16,1668801000,31.6,369391000,28.4,16060857500,213259,39299,22.6,2096626,719,3010
7541,20140124,2,2,0,OLD,20131102,수상한 그녀,2014-01-22,1285895000,24.3,338017000,35.7,3408395500,175833,37469,27.1,488434,613,2909
7542,20140124,3,3,0,OLD,20139881,피끓는 청춘,2014-01-22,945186974,17.9,43127474,4.8,2952256974,134260,-1655,-1.2,435767,626,2921
7543,20140124,4,4,0,OLD,20137043,남자가 사랑할 때,2014-01-22,739690000,14.0,137152000,22.8,2086089500,98632,13039,15.2,289937,511,2268
7544,20140124,5,5,0,OLD,20134803,변호인,2013-12-18,399476000,7.6,82060500,25.9,76131021000,53486,7665,16.7,10461716,363,1438
7545,20140124,6,6,0,OLD,20136812,더 울프 오브 월스트리트,2014-01-09,57382500,1.1,18338500,47,4091264000,6996,1635,30.5,533592,103,183
7546,20140124,7,7,1,OLD,20136337,잭 라이언 : 코드네임 쉐도우,2014-01-16,29516000,0.6,1866500,6.8,2258544000,4006,82,2.1,308679,190,332
7547,20140124,8,8,-1,OLD,20136860,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,2014-01-23,19470000,0.4,-8356000,-30,54029000,2918,-1439,-33,8243,169,261
7548,20140124,9,9,0,OLD,20134533,타잔 3D,2014-01-09,17883500,0.3,-155000,-0.9,4306046500,2753,-206,-7,575456,76,103
7549,20140124,10,10,2,OLD,20124938,용의자,2013-12-24,19297500,0.4,3030000,18.6,29959349500,2655,288,12.2,4120335,77,154
7550,20140125,1,1,0,OLD,20136803,겨울왕국,2014-01-16,3993965000,36.1,2325164000,139.3,20054822500,508745,295486,138.6,2605371,901,3704
7551,20140125,2,2,0,OLD,20131102,수상한 그녀,2014-01-22,2534235000,22.9,1248340000,97.1,5942630500,343558,167725,95.4,831992,692,3070
7552,20140125,3,3,0,OLD,20139881,피끓는 청춘,2014-01-22,1866501464,16.9,921314490,97.5,4818758438,263245,128985,96.1,699012,679,2962
7553,20140125,4,4,0,OLD,20137043,남자가 사랑할 때,2014-01-22,1349812500,12.2,610122500,82.5,3435902000,177437,78805,79.9,467374,531,2209
7554,20140125,5,5,0,OLD,20134803,변호인,2013-12-18,809616000,7.3,410140000,102.7,76940637000,107368,53882,100.7,10569084,369,1400
7555,20140125,6,6,2,OLD,20136860,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,2014-01-23,105328000,1.0,85858000,441,159357000,15647,12729,436.2,23890,182,288
7556,20140125,7,7,-1,OLD,20136812,더 울프 오브 월스트리트,2014-01-09,82595000,0.7,25212500,43.9,4173859000,10292,3296,47.1,543884,83,148
7557,20140125,8,8,1,OLD,20134533,타잔 3D,2014-01-09,56161500,0.5,38278000,214,4362208000,7912,5159,187.4,583368,90,125
7558,20140125,9,9,-2,OLD,20136337,잭 라이언 : 코드네임 쉐도우,2014-01-16,44853000,0.4,15337000,52,2303397000,6091,2085,52,314770,150,243
7559,20140125,10,10,0,OLD,20124938,용의자,2013-12-24,30524000,0.3,11226500,58.2,29989873500,4081,1426,53.7,4124416,60,114
7560,20140126,1,1,0,OLD,20136803,겨울왕국,2014-01-16,4117630000,38.8,123665000,3.1,24172452500,524034,15289,3,3129405,962,3860
7561,20140126,2,2,0,OLD,20131102,수상한 그녀,2014-01-22,2446435500,23.1,-87799500,-3.5,8389066000,333768,-9790,-2.8,1165760,685,2999
7562,20140126,3,3,0,OLD,20139881,피끓는 청춘,2014-01-22,1579016500,14.9,-287484964,-15.4,6397774938,222870,-40375,-15.3,921882,633,2747
7563,20140126,4,4,0,OLD,20137043,남자가 사랑할 때,2014-01-22,1293644000,12.2,-56168500,-4.2,4729546000,170698,-6739,-3.8,638072,519,2117
7564,20140126,5,5,0,OLD,20134803,변호인,2013-12-18,743307500,7.0,-66308500,-8.2,77683944500,100031,-7337,-6.8,10669115,371,1341
7565,20140126,6,6,0,OLD,20136860,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,2014-01-23,116233000,1.1,10905000,10.4,275590000,17166,1519,9.7,41056,183,292
7566,20140126,7,7,0,OLD,20136812,더 울프 오브 월스트리트,2014-01-09,73656500,0.7,-8938500,-10.8,4247515500,9197,-1095,-10.6,553081,86,149
7567,20140126,8,8,0,OLD,20134533,타잔 3D,2014-01-09,54227500,0.5,-1934000,-3.4,4416435500,7493,-419,-5.3,590861,86,118
7568,20140126,9,9,0,OLD,20136337,잭 라이언 : 코드네임 쉐도우,2014-01-16,33227000,0.3,-11626000,-25.9,2336624000,4529,-1562,-25.6,319299,144,214
7569,20140126,10,10,0,OLD,20124938,용의자,2013-12-24,24229500,0.2,-6294500,-20.6,30014103000,3329,-752,-18.4,4127745,59,111
7570,20140127,1,1,0,OLD,20136803,겨울왕국,2014-01-16,1637008000,38.3,-2480622000,-60.2,25809460500,212148,-311886,-59.5,3341553,770,3338
7571,20140127,2,2,0,OLD,20131102,수상한 그녀,2014-01-22,1103389000,25.8,-1343046500,-54.9,9492455000,160582,-173186,-51.9,1326342,647,2968
7572,20140127,3,3,1,OLD,20137043,남자가 사랑할 때,2014-01-22,574830000,13.5,-718814000,-55.6,5304376000,81881,-88817,-52,719953,491,2170
7573,20140127,4,4,-1,OLD,20139881,피끓는 청춘,2014-01-22,500298000,11.7,-1078718500,-68.3,6898072938,74401,-148469,-66.6,996283,563,2621
7574,20140127,5,5,0,OLD,20134803,변호인,2013-12-18,269469500,6.3,-473838000,-63.7,77953414000,39435,-60596,-60.6,10708550,352,1360
7575,20140127,6,6,0,NEW,20122787,또 하나의 약속,2014-02-06,33821000,0.8,33821000,100,61651000,4382,4382,100,8166,26,26
7576,20140127,7,7,0,OLD,20136812,더 울프 오브 월스트리트,2014-01-09,29008000,0.7,-44648500,-60.6,4276523500,4043,-5154,-56,557124,89,151
7577,20140127,8,8,1,OLD,20136337,잭 라이언 : 코드네임 쉐도우,2014-01-16,17828500,0.4,-15398500,-46.3,2354452500,2597,-1932,-42.7,321896,152,263
7578,20140127,9,9,-3,OLD,20136860,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,2014-01-23,11829500,0.3,-104403500,-89.8,287419500,1839,-15327,-89.3,42895,160,228
7579,20140127,10,10,0,OLD,20124938,용의자,2013-12-24,10555000,0.2,-13674500,-56.4,30024658000,1595,-1734,-52.1,4129340,70,125
7580,20140128,1,1,0,OLD,20136803,겨울왕국,2014-01-16,1823069000,40.3,186061000,11.4,27632529500,237432,25284,11.9,3578985,788,3446
7581,20140128,2,2,0,OLD,20131102,수상한 그녀,2014-01-22,1183279500,26.1,79890500,7.2,10675734500,173540,12958,8.1,1499882,651,3002
7582,20140128,3,3,0,OLD,20137043,남자가 사랑할 때,2014-01-22,587005000,13.0,12175000,2.1,5891381000,83924,2043,2.5,803877,491,2165
7583,20140128,4,4,0,OLD,20139881,피끓는 청춘,2014-01-22,470241500,10.4,-30056500,-6,7368314438,70689,-3712,-5,1066972,555,2559
7584,20140128,5,5,0,OLD,20134803,변호인,2013-12-18,267826000,5.9,-1643500,-0.6,78221240000,38943,-492,-1.2,10747493,352,1357
7585,20140128,6,6,0,NEW,20130561,관능의 법칙,2014-02-13,30078000,0.7,30078000,100,31919000,4534,4534,100,4797,22,23
7586,20140128,7,7,0,OLD,20136812,더 울프 오브 월스트리트,2014-01-09,30647000,0.7,1639000,5.7,4307170500,4208,165,4.1,561332,89,147
7587,20140128,8,8,0,OLD,20136337,잭 라이언 : 코드네임 쉐도우,2014-01-16,14443000,0.3,-3385500,-19,2368895500,2112,-485,-18.7,324008,151,258
7588,20140128,9,9,0,OLD,20136860,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,2014-01-23,12494500,0.3,665000,5.6,299914000,1922,83,4.5,44817,157,218
7589,20140128,10,10,0,OLD,20124938,용의자,2013-12-24,9967000,0.2,-588000,-5.6,30034625000,1442,-153,-9.6,4130782,65,121
7590,20140129,1,1,0,OLD,20136803,겨울왕국,2014-01-16,2441769500,38.1,618700500,33.9,30074299000,321038,83606,35.2,3900023,773,3659
7591,20140129,2,2,0,OLD,20131102,수상한 그녀,2014-01-22,1748403000,27.3,565123500,47.8,12424137500,266619,93079,53.6,1766501,674,3078
7592,20140129,3,3,0,OLD,20137043,남자가 사랑할 때,2014-01-22,604850000,9.4,17845000,3,6496231000,91287,7363,8.8,895164,440,1578
7593,20140129,4,4,0,OLD,20139881,피끓는 청춘,2014-01-22,465635500,7.3,-4606000,-1,7833949938,72581,1892,2.7,1139553,456,1812
7594,20140129,5,5,10,OLD,20126090,조선미녀삼총사,2014-01-29,391404000,6.1,383216000,4680.2,439819000,60234,59173,5577.1,67033,388,1963
7595,20140129,6,6,-1,OLD,20134803,변호인,2013-12-18,312481500,4.9,44655500,16.7,78533721500,46691,7748,19.9,10794184,305,823
7596,20140129,7,7,0,NEW,20136800,넛잡: 땅콩 도둑들,2014-01-29,171843500,2.7,171843500,100,204330500,26870,26870,100,31155,356,895
7597,20140129,8,8,0,NEW,20147250,폴리스 스토리 2014,2014-01-29,114383000,1.8,114383000,100,123842000,17114,17114,100,18165,249,671
7598,20140129,9,9,74,OLD,20133585,인사이드 르윈 ,2014-01-29,44025000,0.7,44020000,880400,69886500,6448,6443,128860,9558,59,146
7599,20140129,10,10,-4,OLD,20130561,관능의 법칙,2014-02-13,18063000,0.3,-12015000,-39.9,49982000,2723,-1811,-39.9,7520,13,13
7600,20140130,1,1,0,OLD,20136803,겨울왕국,2014-01-16,3882906500,38.3,1441137000,59,33957205500,468005,146967,45.8,4368028,933,4338
7601,20140130,2,2,0,OLD,20131102,수상한 그녀,2014-01-22,3054836000,30.2,1306433000,74.7,15478973500,405341,138722,52,2171842,802,3423
7602,20140130,3,3,0,OLD,20137043,남자가 사랑할 때,2014-01-22,707386000,7.0,102536000,17,7203617000,92394,1107,1.2,987558,451,1518
7603,20140130,4,4,0,OLD,20139881,피끓는 청춘,2014-01-22,609443500,6.0,143808000,30.9,8443393438,83398,10817,14.9,1222951,459,1607
7604,20140130,5,5,0,OLD,20126090,조선미녀삼총사,2014-01-29,548112000,5.4,156708000,40,987931000,73883,13649,22.7,140916,384,1717
7605,20140130,6,6,0,OLD,20134803,변호인,2013-12-18,561735500,5.5,249254000,79.8,79095457000,73313,26622,57,10867497,344,889
7606,20140130,7,7,0,OLD,20136800,넛잡: 땅콩 도둑들,2014-01-29,407373500,4.0,235530000,137.1,611704000,57727,30857,114.8,88882,382,1005
7607,20140130,8,8,0,OLD,20147250,폴리스 스토리 2014,2014-01-29,174572000,1.7,60189000,52.6,298414000,23120,6006,35.1,41285,247,587
7608,20140130,9,9,0,OLD,20133585,인사이드 르윈 ,2014-01-29,52258500,0.5,8233500,18.7,122145000,6467,19,0.3,16025,65,137
7609,20140130,10,10,1,OLD,20147161,디노타샤: 공룡대탐험,2014-01-29,27620500,0.3,13120000,90.5,42121000,3922,1758,81.2,6086,138,180
7610,20140131,1,1,1,OLD,20131102,수상한 그녀,2014-01-22,4198105500,35.7,1143269500,37.4,19677079000,546819,141478,34.9,2718661,911,3791
7611,20140131,2,2,-1,OLD,20136803,겨울왕국,2014-01-16,3881537500,33.0,-1369000,0,37838743000,452471,-15534,-3.3,4820499,955,4396
7612,20140131,3,3,0,OLD,20137043,남자가 사랑할 때,2014-01-22,843934500,7.2,136548500,19.3,8047551500,109312,16918,18.3,1096870,473,1482
7613,20140131,4,4,2,OLD,20134803,변호인,2013-12-18,728976000,6.2,167240500,29.8,79824433000,93268,19955,27.2,10960765,382,980
7614,20140131,5,5,-1,OLD,20139881,피끓는 청춘,2014-01-22,691339758,5.9,81896258,13.4,9134733196,92255,8857,10.6,1315206,425,1452
7615,20140131,6,6,-1,OLD,20126090,조선미녀삼총사,2014-01-29,694896155,5.9,146784155,26.8,1682827155,91330,17447,23.6,232246,379,1535
7616,20140131,7,7,0,OLD,20136800,넛잡: 땅콩 도둑들,2014-01-29,325220000,2.8,-82153500,-20.2,936924000,43845,-13882,-24,132727,364,935
7617,20140131,8,8,0,OLD,20147250,폴리스 스토리 2014,2014-01-29,231715000,2.0,57143000,32.7,530129000,30231,7111,30.8,71516,251,537
7618,20140131,9,9,0,OLD,20133585,인사이드 르윈 ,2014-01-29,47382500,0.4,-4876000,-9.3,169527500,5809,-658,-10.2,21834,64,137
7619,20140131,10,10,0,OLD,20147161,디노타샤: 공룡대탐험,2014-01-29,17410500,0.1,-10210000,-37,59531500,2378,-1544,-39.4,8464,116,149
7620,20140201,1,1,0,OLD,20131102,수상한 그녀,2014-01-22,4934766500,33.8,736661000,17.5,24611845500,657756,110937,20.3,3376417,1027,4236
7621,20140201,2,2,0,OLD,20136803,겨울왕국,2014-01-16,5289474500,36.2,1407937000,36.3,43128217500,632300,179829,39.7,5452799,975,4485
7622,20140201,3,3,0,OLD,20137043,남자가 사랑할 때,2014-01-22,960852500,6.6,116918000,13.9,9008404000,126390,17078,15.6,1223260,469,1418
7623,20140201,4,4,0,OLD,20134803,변호인,2013-12-18,825969500,5.6,96993500,13.3,80650402500,107827,14559,15.6,11068592,410,1057
7624,20140201,5,5,0,OLD,20139881,피끓는 청춘,2014-01-22,772557692,5.3,81217934,11.7,9907290888,106808,14553,15.8,1422014,410,1355
7625,20140201,6,6,0,OLD,20126090,조선미녀삼총사,2014-01-29,739989666,5.1,45093511,6.5,2422816821,100291,8961,9.8,332537,383,1396
7626,20140201,7,7,0,OLD,20136800,넛잡: 땅콩 도둑들,2014-01-29,621694500,4.3,296474500,91.2,1558618500,87402,43557,99.3,220129,374,949
7627,20140201,8,8,0,OLD,20147250,폴리스 스토리 2014,2014-01-29,229340500,1.6,-2374500,-1,759469500,30308,77,0.3,101824,238,484
7628,20140201,9,9,0,OLD,20133585,인사이드 르윈 ,2014-01-29,70658500,0.5,23276000,49.1,240186000,8719,2910,50.1,30553,70,147
7629,20140201,10,10,0,OLD,20147161,디노타샤: 공룡대탐험,2014-01-29,41164500,0.3,23754000,136.4,100696000,5757,3379,142.1,14221,129,166
7630,20140202,1,1,1,OLD,20136803,겨울왕국,2014-01-16,4690851000,37.8,-598623500,-11.3,47819068500,565278,-67022,-10.6,6018077,965,4326
7631,20140202,2,2,-1,OLD,20131102,수상한 그녀,2014-01-22,4186488000,33.7,-748278500,-15.2,28798333500,563776,-93980,-14.3,3940193,1007,4122
7632,20140202,3,3,0,OLD,20137043,남자가 사랑할 때,2014-01-22,821148000,6.6,-139704500,-14.5,9829552000,109034,-17356,-13.7,1332294,458,1339
7633,20140202,4,4,3,OLD,20136800,넛잡: 땅콩 도둑들,2014-01-29,601800500,4.8,-19894000,-3.2,2160419000,86088,-1314,-1.5,306217,374,916
7634,20140202,5,5,0,OLD,20139881,피끓는 청춘,2014-01-22,594533500,4.8,-178024192,-23,10501824388,83699,-23109,-21.6,1505713,405,1268
7635,20140202,6,6,-2,OLD,20134803,변호인,2013-12-18,607504500,4.9,-218465000,-26.4,81257907000,79673,-28154,-26.1,11148265,402,993
7636,20140202,7,7,-1,OLD,20126090,조선미녀삼총사,2014-01-29,522227000,4.2,-217762666,-29.4,2945043821,72271,-28020,-27.9,404808,371,1276
7637,20140202,8,8,0,OLD,20147250,폴리스 스토리 2014,2014-01-29,156570000,1.3,-72770500,-31.7,916039500,20821,-9487,-31.3,122645,239,472
7638,20140202,9,9,0,OLD,20133585,인사이드 르윈 ,2014-01-29,61683000,0.5,-8975500,-12.7,301869000,7709,-1010,-11.6,38262,65,141
7639,20140202,10,10,0,OLD,20147161,디노타샤: 공룡대탐험,2014-01-29,46017500,0.4,4853000,11.8,146713500,6508,751,13,20729,128,160
7640,20140203,1,1,1,OLD,20131102,수상한 그녀,2014-01-22,1692452000,36.5,-2494036000,-59.6,30490785500,244977,-318799,-56.5,4185170,762,3541
7641,20140203,2,2,-1,OLD,20136803,겨울왕국,2014-01-16,1622779500,35.0,-3068071500,-65.4,49441848000,199674,-365604,-64.7,6217751,786,3704
7642,20140203,3,3,0,OLD,20137043,남자가 사랑할 때,2014-01-22,472034000,10.2,-349114000,-42.5,10301586000,67329,-41705,-38.2,1399623,436,1505
7643,20140203,4,4,2,OLD,20134803,변호인,2013-12-18,238994000,5.2,-368510500,-60.7,81496901000,34192,-45481,-57.1,11182457,332,931
7644,20140203,5,5,0,OLD,20139881,피끓는 청춘,2014-01-22,204844000,4.4,-389689500,-65.5,10706668388,30275,-53424,-63.8,1535988,395,1387
7645,20140203,6,6,1,OLD,20126090,조선미녀삼총사,2014-01-29,151929500,3.3,-370297500,-70.9,3096973321,22138,-50133,-69.4,426946,358,1355
7646,20140203,7,7,-3,OLD,20136800,넛잡: 땅콩 도둑들,2014-01-29,78572000,1.7,-523228500,-86.9,2238991000,11737,-74351,-86.4,317954,324,712
7647,20140203,8,8,0,OLD,20147250,폴리스 스토리 2014,2014-01-29,61916500,1.3,-94653500,-60.5,977956000,8780,-12041,-57.8,131425,251,591
7648,20140203,9,9,0,OLD,20133585,인사이드 르윈 ,2014-01-29,33033500,0.7,-28649500,-46.4,334902500,4493,-3216,-41.7,42755,57,173
7649,20140203,10,10,0,NEW,20147301,굿모닝 맨하탄,2014-02-06,14125000,0.3,14125000,100,32704000,2060,2060,100,4688,10,10
7650,20140204,1,1,0,OLD,20131102,수상한 그녀,2014-01-22,1282607500,37.1,-409844500,-24.2,31773393000,186341,-58636,-23.9,4371511,773,3533
7651,20140204,2,2,0,OLD,20136803,겨울왕국,2014-01-16,1215909500,35.2,-406870000,-25.1,50657757500,148915,-50759,-25.4,6366666,790,3624
7652,20140204,3,3,0,OLD,20137043,남자가 사랑할 때,2014-01-22,377114000,10.9,-94920000,-20.1,10678700000,53683,-13646,-20.3,1453306,446,1511
7653,20140204,4,4,1,OLD,20139881,피끓는 청춘,2014-01-22,142371500,4.1,-62472500,-30.5,10849039888,20997,-9278,-30.6,1556985,390,1351
7654,20140204,5,5,-1,OLD,20134803,변호인,2013-12-18,146394500,4.2,-92599500,-38.7,81643295500,20956,-13236,-38.7,11203413,332,924
7655,20140204,6,6,0,OLD,20126090,조선미녀삼총사,2014-01-29,94617500,2.7,-57312000,-37.7,3191590821,13868,-8270,-37.4,440814,349,1270
7656,20140204,7,7,0,OLD,20136800,넛잡: 땅콩 도둑들,2014-01-29,42487500,1.2,-36084500,-45.9,2281478500,6528,-5209,-44.4,324482,303,601
7657,20140204,8,8,0,OLD,20147250,폴리스 스토리 2014,2014-01-29,40190500,1.2,-21726000,-35.1,1018146500,5695,-3085,-35.1,137120,237,558
7658,20140204,9,9,0,OLD,20133585,인사이드 르윈 ,2014-01-29,25201000,0.7,-7832500,-23.7,360103500,3501,-992,-22.1,46256,58,157
7659,20140204,10,10,3,OLD,20136292,"가장 따뜻한 색, 블루",2014-01-16,18428000,0.5,11308500,158.8,286976800,3394,2428,251.3,37636,53,61
7660,20140205,1,1,0,OLD,20131102,수상한 그녀,2014-01-22,1205090500,37.7,-77517000,-6,32978483500,175659,-10682,-5.7,4547170,773,3531
7661,20140205,2,2,0,OLD,20136803,겨울왕국,2014-01-16,1108641500,34.6,-107268000,-8.8,51766399000,136310,-12605,-8.5,6502976,791,3636
7662,20140205,3,3,0,OLD,20137043,남자가 사랑할 때,2014-01-22,348353500,10.9,-28760500,-7.6,11027053500,49957,-3726,-6.9,1503263,446,1539
7663,20140205,4,4,1,OLD,20134803,변호인,2013-12-18,128234000,4.0,-18160500,-12.4,81771529500,18448,-2508,-12,11221861,337,937
7664,20140205,5,5,-1,OLD,20139881,피끓는 청춘,2014-01-22,122310000,3.8,-20061500,-14.1,10971349888,18307,-2690,-12.8,1575292,395,1290
7665,20140205,6,6,0,OLD,20126090,조선미녀삼총사,2014-01-29,78295000,2.4,-16322500,-17.3,3269885821,11559,-2309,-16.6,452373,356,1187
7666,20140205,7,7,0,OLD,20136800,넛잡: 땅콩 도둑들,2014-01-29,45264000,1.4,2776500,6.5,2326742500,7569,1041,15.9,332051,318,595
7667,20140205,8,8,0,OLD,20147250,폴리스 스토리 2014,2014-01-29,38465500,1.2,-1725000,-4.3,1056612000,5479,-216,-3.8,142599,240,551
7668,20140205,9,9,0,OLD,20133585,인사이드 르윈 ,2014-01-29,28189000,0.9,2988000,11.9,388292500,3874,373,10.7,50130,59,181
7669,20140205,10,10,16,OLD,20136043,신이 보낸 사람,2014-02-13,13930000,0.4,12341000,776.7,25165000,1990,1763,776.7,3546,6,7
7670,20140206,1,1,0,OLD,20131102,수상한 그녀,2014-01-22,1173343000,33.9,-31747500,-2.6,34151826500,171828,-3831,-2.2,4718998,706,3409
7671,20140206,2,2,0,OLD,20136803,겨울왕국,2014-01-16,1018572000,29.4,-90069500,-8.1,52784971000,126190,-10120,-7.4,6629166,696,3012
7672,20140206,3,3,0,OLD,20137043,남자가 사랑할 때,2014-01-22,309686000,8.9,-38667500,-11.1,11336739500,44185,-5772,-11.6,1547448,374,1365
7673,20140206,4,4,10,OLD,20147096,프랑켄슈타인: 불멸의 영웅,2014-02-06,299038000,8.6,293114000,4947.9,306294000,43029,42201,5096.7,44079,355,1730
7674,20140206,5,5,24,OLD,20122787,또 하나의 약속,2014-02-06,189489500,5.5,188229500,14938.8,259692500,27304,26989,8567.9,36570,159,653
7675,20140206,6,6,-2,OLD,20134803,변호인,2013-12-18,101634500,2.9,-26599500,-20.7,81873164000,14567,-3881,-21,11236428,295,763
7676,20140206,7,7,-2,OLD,20139881,피끓는 청춘,2014-01-22,80740000,2.3,-41570000,-34,11052089888,11876,-6431,-35.1,1587168,280,783
7677,20140206,8,8,-1,OLD,20136800,넛잡: 땅콩 도둑들,2014-01-29,41745500,1.2,-3518500,-7.8,2368488000,6947,-622,-8.2,338998,279,472
7678,20140206,9,9,11,OLD,20136445,레고 무비,2014-02-06,44742500,1.3,39342500,728.6,51726500,6583,6133,1362.9,7297,265,565
7679,20140206,10,10,-4,OLD,20126090,조선미녀삼총사,2014-01-29,24955000,0.7,-53340000,-68.1,3294840821,3594,-7965,-68.9,455967,203,373
